北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,上海市,江苏省,浙江省,安徽省,福建省,江西省,山东省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区
30319.98,18809.64,36010.27,16818.11,17289.22,25315.35,15074.62,16361.62,32679.87,92595.4,56197.15,30006.82,35804.04,21984.78,76469.67,48055.86,39366.55,36425.78,97277.77,20352.51,4832.05,20363.19,40678.13,14806.45,17881.12,1477.63,24438.32,8246.07,2865.23,3705.18,12199.08
