30320,18810,36010,16818,17289,25315,15075,16362,32680,92595,56197,30007,35804,21985,76470,48056,39367,36426,97278,20353,4832,20363,40678,14806,17881,1478,24438,8246,2865,3705,12199
1142,861,3666,2161,3353,2302,751,974,1567,6128,4533,2135,2314,1429,5917,3418,2071,1745,6323,1703,327,1114,2459,1482,1679,69,1594,1290,738,1065,2138
2154,1560,7556,3718,2534,4359,2704,3773,2424,8051,5737,6324,3941,4648,10047,9605,5917,6899,11346,4926,934,3102,8341,3600,4830,344,3864,2637,603,688,2487
